ID_Vehiculo,Marca,Modelo,Año,Color,Combustible,Transmisión,Kilometraje,Precio_USD
VEH-0466,Kia,Picanto,2010,Rojo,Gasolina,Manual,107766,29340
VEH-0467,Honda,CR-V,2014,Rojo,Eléctrico,Manual,106644,54372
VEH-0468,Hyundai,Santa Fe,2023,Verde,Gasolina,Manual,2559,21283
VEH-0469,Toyota,Camry,2014,Blanco,Diésel,Manual,84827,23315
VEH-0470,Hyundai,Kona,2012,Gris Plata,Híbrido,Manual,30745,48708
VEH-0471,Hyundai,Elantra,2023,Azul,Eléctrico,Automática,4626,31100
VEH-0472,Volkswagen,Jetta,2019,Rojo,Híbrido,Automática,151119,47932
VEH-0473,Nissan,Qashqai,2011,Verde,Gasolina,Manual,166503,50491
VEH-0474,Hyundai,Tucson,2016,Rojo,Híbrido,Automática,77001,22571
VEH-0475,Toyota,Camry,2015,Rojo,Diésel,Automática,173071,49260
VEH-0476,Honda,CR-V,2010,Azul,Diésel,Manual,118349,58727
VEH-0477,Mercedes-Benz,GLE,2018,Negro,Híbrido,Automática,173785,65442
VEH-0478,Toyota,Camry,2018,Blanco,Híbrido,Automática,194990,28711
VEH-0479,Mercedes-Benz,GLC,2012,Rojo,Diésel,Manual,21843,89460
VEH-0480,Hyundai,Elantra,2020,Negro,Gasolina,Automática,58023,19168
VEH-0481,Nissan,X-Trail,2012,Blanco,Gasolina,Automática,140681,30864
VEH-0482,Honda,Fit,2021,Verde,Híbrido,Automática,185809,17345
VEH-0483,Mercedes-Benz,GLC,2013,Blanco,Gasolina,Manual,64769,50797
VEH-0484,BMW,Series 5,2024,Gris Plata,Eléctrico,Automática,2596,69268
VEH-0485,Mercedes-Benz,GLE,2014,Gris Plata,Gasolina,Automática,102032,41774
VEH-0486,Volkswagen,Golf,2010,Gris Plata,Híbrido,Automática,112192,59666
VEH-0487,Kia,Rio,2017,Blanco,Diésel,Automática,169616,45168
VEH-0488,Ford,Mustang,2015,Rojo,Eléctrico,Automática,9214,15948
VEH-0489,Volkswagen,Golf,2024,Negro,Diésel,Automática,3406,45244
VEH-0490,Nissan,Sentra,2022,Gris Plata,Gasolina,Automática,174488,51621
VEH-0491,Nissan,Frontier,2015,Blanco,Diésel,Automática,116647,63506
VEH-0492,Honda,CR-V,2019,Verde,Gasolina,Manual,156913,26961
VEH-0493,Hyundai,Kona,2012,Rojo,Eléctrico,Manual,173061,44646
VEH-0494,Volkswagen,Polo,2017,Negro,Gasolina,Manual,133118,38979
VEH-0495,Honda,Fit,2010,Negro,Híbrido,Manual,191311,19451
VEH-0496,Volkswagen,Polo,2023,Negro,Híbrido,Automática,4491,45989
VEH-0497,Kia,Cerato,2014,Gris Plata,Diésel,Manual,157170,54786
VEH-0498,Volkswagen,Tiguan,2015,Blanco,Eléctrico,Manual,161826,51509
VEH-0499,Volkswagen,Golf,2017,Azul,Diésel,Manual,138462,30073
VEH-0500,Toyota,Camry,2019,Verde,Diésel,Automática,14808,21134
VEH-0501,Nissan,Sentra,2011,Blanco,Eléctrico,Automática,16643,56753
VEH-0502,Nissan,Frontier,2011,Verde,Eléctrico,Automática,112371,56512
VEH-0503,Mercedes-Benz,GLE,2018,Gris Plata,Eléctrico,Manual,7786,74335
VEH-0504,BMW,Series 3,2020,Blanco,Diésel,Automática,63264,60642
VEH-0505,Toyota,Camry,2019,Negro,Diésel,Manual,114021,52843
VEH-0506,Volkswagen,Jetta,2021,Negro,Híbrido,Automática,76679,54599
VEH-0507,Toyota,Corolla,2012,Gris Plata,Gasolina,Manual,110450,22814
VEH-0508,Chevrolet,Cruze,2023,Blanco,Diésel,Manual,2088,53057
VEH-0509,Honda,CR-V,2017,Negro,Híbrido,Manual,139697,48724
VEH-0510,Ford,Focus,2024,Verde,Diésel,Automática,4876,40020
VEH-0511,Mercedes-Benz,Clase E,2011,Blanco,Eléctrico,Manual,160884,61825
VEH-0512,BMW,X3,2021,Blanco,Gasolina,Automática,91485,81228
VEH-0513,Honda,Accord,2012,Verde,Gasolina,Automática,6436,44812
VEH-0514,Toyota,Corolla,2011,Negro,Eléctrico,Automática,152043,47911
VEH-0515,Ford,Focus,2011,Negro,Gasolina,Automática,92168,54867
VEH-0516,Volkswagen,Amarok,2017,Gris Plata,Híbrido,Automática,155390,24508
VEH-0517,Kia,Cerato,2011,Negro,Diésel,Automática,168690,36900
VEH-0518,Kia,Rio,2010,Gris Plata,Eléctrico,Manual,157693,62761
VEH-0519,Hyundai,Elantra,2010,Gris Plata,Híbrido,Manual,59232,59534
VEH-0520,Kia,Rio,2017,Blanco,Diésel,Manual,63929,55070
VEH-0521,Nissan,Qashqai,2011,Negro,Híbrido,Manual,152599,56024
VEH-0522,Nissan,Versa,2021,Rojo,Híbrido,Manual,149958,59885
VEH-0523,Toyota,Yaris,2018,Blanco,Diésel,Manual,135638,51177
VEH-0524,Volkswagen,Polo,2015,Azul,Gasolina,Manual,38870,63720
VEH-0525,Mercedes-Benz,GLC,2019,Negro,Diésel,Manual,94460,46510
VEH-0526,Ford,F-150,2020,Rojo,Diésel,Manual,188210,59242
VEH-0527,BMW,Series 3,2010,Rojo,Eléctrico,Automática,139465,69412
VEH-0528,Ford,Mustang,2014,Verde,Diésel,Automática,140661,20981
VEH-0529,Honda,CR-V,2022,Azul,Híbrido,Manual,4188,22431
VEH-0530,Nissan,Qashqai,2013,Rojo,Híbrido,Automática,86874,18316
VEH-0531,BMW,Series 5,2024,Gris Plata,Diésel,Manual,840,92500
VEH-0532,Ford,Mustang,2011,Gris Plata,Diésel,Automática,57443,32228
VEH-0533,Toyota,Corolla,2016,Negro,Eléctrico,Automática,87000,44072
VEH-0534,Mercedes-Benz,GLE,2020,Blanco,Gasolina,Automática,36441,60092
VEH-0535,BMW,Series 5,2021,Rojo,Gasolina,Manual,112584,82227
VEH-0536,Volkswagen,Jetta,2017,Azul,Eléctrico,Manual,108546,37547
VEH-0537,Hyundai,Kona,2017,Verde,Diésel,Manual,197772,22740
VEH-0538,Mercedes-Benz,GLC,2017,Blanco,Diésel,Manual,191293,45377
VEH-0539,Volkswagen,Tiguan,2011,Azul,Diésel,Automática,106949,55479
VEH-0540,BMW,X3,2010,Gris Plata,Híbrido,Manual,32474,70004
VEH-0541,Volkswagen,Tiguan,2010,Negro,Gasolina,Automática,29831,31122
VEH-0542,Volkswagen,Golf,2012,Blanco,Híbrido,Automática,196418,55411
VEH-0543,Hyundai,Tucson,2019,Negro,Diésel,Automática,44328,20040
VEH-0544,Volkswagen,Tiguan,2015,Gris Plata,Eléctrico,Automática,15110,44658
VEH-0545,Nissan,Sentra,2014,Verde,Eléctrico,Automática,144286,17266
VEH-0546,Volkswagen,Amarok,2011,Gris Plata,Híbrido,Manual,39936,30571
VEH-0547,Chevrolet,Silverado,2019,Blanco,Híbrido,Manual,136177,34451
VEH-0548,Honda,Accord,2017,Gris Plata,Diésel,Automática,23330,39511
VEH-0549,Mercedes-Benz,GLC,2021,Azul,Gasolina,Manual,65382,80879
VEH-0550,Nissan,Frontier,2019,Gris Plata,Eléctrico,Automática,2519,15968
VEH-0551,Nissan,Qashqai,2016,Negro,Eléctrico,Manual,79283,50545
VEH-0552,Honda,Civic,2010,Negro,Gasolina,Manual,11893,64523
VEH-0553,Nissan,Qashqai,2012,Gris Plata,Diésel,Automática,115884,63762
VEH-0554,Volkswagen,Tiguan,2022,Gris Plata,Gasolina,Automática,20242,28674
VEH-0555,Chevrolet,Tracker,2020,Negro,Gasolina,Automática,37794,38162
VEH-0556,Hyundai,Santa Fe,2019,Blanco,Híbrido,Automática,166959,27108
VEH-0557,Toyota,Camry,2010,Gris Plata,Eléctrico,Manual,46442,16180
VEH-0558,Ford,Explorer,2016,Gris Plata,Eléctrico,Manual,158830,45596
VEH-0559,BMW,Series 1,2018,Blanco,Eléctrico,Automática,70965,57105
VEH-0560,Chevrolet,Onix,2019,Negro,Diésel,Manual,78618,39328
VEH-0561,Honda,HR-V,2019,Verde,Híbrido,Automática,53684,26973
VEH-0562,Honda,Accord,2010,Verde,Gasolina,Manual,29301,49145
VEH-0563,Volkswagen,Tiguan,2013,Negro,Eléctrico,Manual,28329,57530
VEH-0564,Honda,Fit,2019,Gris Plata,Diésel,Automática,84263,21615
VEH-0565,Hyundai,Santa Fe,2024,Rojo,Eléctrico,Manual,1738,17381
VEH-0566,Nissan,Qashqai,2017,Negro,Gasolina,Automática,98662,35861
VEH-0567,BMW,X3,2021,Rojo,Gasolina,Automática,166220,58510
VEH-0568,Volkswagen,Tiguan,2012,Azul,Gasolina,Automática,174487,16619
VEH-0569,Volkswagen,Tiguan,2014,Gris Plata,Eléctrico,Automática,66579,26936
VEH-0570,Nissan,Qashqai,2023,Azul,Diésel,Manual,4398,58975
VEH-0571,Hyundai,Elantra,2016,Negro,Eléctrico,Manual,94150,23090
VEH-0572,Honda,Fit,2014,Gris Plata,Diésel,Manual,87592,55191
VEH-0573,Kia,Cerato,2021,Verde,Híbrido,Manual,149747,15602
VEH-0574,Mercedes-Benz,Clase A,2017,Verde,Híbrido,Manual,24239,77650
VEH-0575,Kia,Picanto,2010,Rojo,Híbrido,Automática,194831,44565
VEH-0576,Chevrolet,Silverado,2010,Azul,Diésel,Manual,98870,27112
VEH-0577,Hyundai,Santa Fe,2015,Rojo,Diésel,Manual,107161,21797
VEH-0578,BMW,Series 1,2017,Negro,Eléctrico,Automática,148406,54067
VEH-0579,Volkswagen,Jetta,2019,Verde,Híbrido,Manual,164687,19544
VEH-0580,Hyundai,Santa Fe,2020,Rojo,Eléctrico,Manual,62729,49636
VEH-0581,Chevrolet,Onix,2015,Rojo,Eléctrico,Automática,51765,61745
VEH-0582,Ford,Explorer,2011,Rojo,Eléctrico,Manual,172605,23458
VEH-0583,Volkswagen,Polo,2013,Negro,Eléctrico,Automática,144962,29292
VEH-0584,Toyota,Corolla,2013,Verde,Diésel,Manual,53465,16675
VEH-0585,Chevrolet,Tracker,2014,Negro,Híbrido,Automática,198551,24500
VEH-0586,BMW,X3,2023,Rojo,Eléctrico,Manual,1729,61468
VEH-0587,Chevrolet,Onix,2019,Gris Plata,Eléctrico,Automática,8108,15747
VEH-0588,Honda,Fit,2010,Azul,Híbrido,Automática,46497,31862
VEH-0589,Nissan,X-Trail,2015,Gris Plata,Diésel,Automática,5597,45341
VEH-0590,Kia,Sorento,2013,Azul,Gasolina,Manual,170890,43604
VEH-0591,Toyota,Hilux,2024,Gris Plata,Híbrido,Automática,3185,17818
VEH-0592,Toyota,Camry,2013,Blanco,Híbrido,Automática,165704,61956
VEH-0593,BMW,X3,2014,Negro,Gasolina,Manual,93767,84907
VEH-0594,Chevrolet,Captiva,2010,Verde,Híbrido,Manual,63121,23096
VEH-0595,Mercedes-Benz,Clase C,2017,Azul,Eléctrico,Automática,57340,70708
VEH-0596,Toyota,Yaris,2018,Blanco,Eléctrico,Automática,146052,30619
VEH-0597,Ford,Ranger,2014,Verde,Gasolina,Manual,199845,23379
VEH-0598,Honda,HR-V,2013,Rojo,Híbrido,Manual,77038,30019
VEH-0599,BMW,Series 1,2021,Verde,Híbrido,Manual,71933,63109
VEH-0600,Volkswagen,Golf,2017,Blanco,Diésel,Manual,79140,38585
VEH-0601,Toyota,RAV4,2014,Gris Plata,Híbrido,Manual,37972,55368
VEH-0602,Ford,Explorer,2019,Rojo,Híbrido,Manual,27194,47315
VEH-0603,Toyota,Camry,2020,Negro,Eléctrico,Manual,79789,49645
VEH-0604,Ford,Ranger,2023,Blanco,Híbrido,Manual,3055,61019
VEH-0605,Ford,Focus,2010,Azul,Eléctrico,Automática,22504,33101
VEH-0606,Chevrolet,Onix,2012,Gris Plata,Gasolina,Manual,104486,43109
VEH-0607,Ford,F-150,2024,Rojo,Gasolina,Manual,166,41714
VEH-0608,Honda,HR-V,2017,Azul,Diésel,Automática,112118,27752
VEH-0609,Honda,Civic,2015,Blanco,Gasolina,Automática,93263,22553
VEH-0610,Chevrolet,Onix,2012,Blanco,Híbrido,Manual,126509,39747
VEH-0611,Hyundai,Accent,2012,Gris Plata,Diésel,Automática,138797,34667
VEH-0612,Chevrolet,Cruze,2020,Gris Plata,Diésel,Automática,153176,41009
VEH-0613,Toyota,Hilux,2012,Azul,Eléctrico,Automática,100317,57667
VEH-0614,Kia,Sorento,2016,Gris Plata,Gasolina,Manual,186173,40751
VEH-0615,Nissan,Sentra,2015,Blanco,Gasolina,Manual,19315,32363
VEH-0616,Hyundai,Santa Fe,2022,Blanco,Gasolina,Manual,18030,56557
VEH-0617,Toyota,Hilux,2010,Azul,Diésel,Manual,25462,29886
VEH-0618,Kia,Cerato,2011,Rojo,Híbrido,Automática,128291,39653
VEH-0619,Hyundai,Kona,2012,Verde,Eléctrico,Automática,14709,26836
VEH-0620,Chevrolet,Silverado,2017,Negro,Diésel,Manual,96485,42507
VEH-0621,BMW,Series 3,2016,Blanco,Diésel,Manual,99639,62623
VEH-0622,BMW,Series 5,2014,Blanco,Eléctrico,Manual,174642,42161
VEH-0623,Chevrolet,Onix,2015,Rojo,Híbrido,Automática,40108,23098
VEH-0624,Kia,Rio,2013,Negro,Diésel,Automática,23325,27482
VEH-0625,Toyota,Yaris,2019,Rojo,Eléctrico,Automática,70824,35161
VEH-0626,Honda,Civic,2013,Rojo,Diésel,Automática,122005,28703
VEH-0627,Hyundai,Tucson,2023,Negro,Diésel,Automática,1098,50912
VEH-0628,Volkswagen,Polo,2024,Negro,Híbrido,Automática,3889,17553
VEH-0629,Mercedes-Benz,Clase A,2021,Gris Plata,Diésel,Manual,64682,65975
VEH-0630,Kia,Picanto,2024,Gris Plata,Híbrido,Manual,33,26201
VEH-0631,Volkswagen,Jetta,2021,Verde,Híbrido,Automática,180747,41049
VEH-0632,BMW,X5,2023,Negro,Gasolina,Manual,1439,88647
VEH-0633,Kia,Rio,2020,Gris Plata,Diésel,Automática,135491,31514
VEH-0634,Kia,Picanto,2021,Gris Plata,Híbrido,Manual,86169,16890
VEH-0635,Nissan,Qashqai,2018,Gris Plata,Eléctrico,Manual,64252,16678
VEH-0636,Honda,Fit,2014,Blanco,Gasolina,Automática,33331,40558
VEH-0637,Toyota,Corolla,2022,Gris Plata,Híbrido,Manual,148502,22211
VEH-0638,BMW,Series 3,2010,Negro,Híbrido,Manual,159702,87818
VEH-0639,Mercedes-Benz,GLE,2013,Rojo,Eléctrico,Manual,164640,84144
VEH-0640,Honda,HR-V,2024,Azul,Gasolina,Automática,4995,17926
VEH-0641,Honda,HR-V,2021,Rojo,Gasolina,Manual,52345,22260
VEH-0642,Chevrolet,Silverado,2021,Rojo,Gasolina,Manual,174690,26579
VEH-0643,Mercedes-Benz,Clase E,2022,Gris Plata,Diésel,Automática,157223,48225
VEH-0644,Volkswagen,Jetta,2014,Verde,Híbrido,Manual,63032,24793
VEH-0645,Chevrolet,Onix,2023,Rojo,Diésel,Automática,169,46007
VEH-0646,Toyota,Camry,2021,Negro,Diésel,Automática,150768,56169
VEH-0647,Kia,Picanto,2015,Azul,Gasolina,Manual,116848,23655
VEH-0648,Mercedes-Benz,GLC,2013,Gris Plata,Diésel,Manual,53270,94072
VEH-0649,BMW,X5,2019,Gris Plata,Híbrido,Automática,28387,76926
VEH-0650,Chevrolet,Cruze,2013,Gris Plata,Eléctrico,Automática,148017,17316
VEH-0651,Ford,Explorer,2010,Rojo,Híbrido,Automática,93049,64600
VEH-0652,Honda,HR-V,2014,Blanco,Diésel,Manual,35507,16649
VEH-0653,Nissan,X-Trail,2011,Verde,Diésel,Manual,100857,61686
VEH-0654,Nissan,Frontier,2022,Negro,Híbrido,Automática,60143,63997
VEH-0655,Kia,Rio,2019,Gris Plata,Diésel,Manual,2257,52940
VEH-0656,BMW,X3,2018,Azul,Diésel,Manual,37849,79996
VEH-0657,Ford,F-150,2023,Negro,Diésel,Manual,1601,28497
VEH-0658,Mercedes-Benz,GLC,2010,Rojo,Eléctrico,Automática,5376,66479
VEH-0659,Honda,Fit,2011,Verde,Eléctrico,Manual,170110,24178
VEH-0660,Honda,CR-V,2014,Azul,Híbrido,Manual,77834,15778
VEH-0661,Toyota,Corolla,2010,Gris Plata,Diésel,Automática,17135,43020
VEH-0662,Toyota,Yaris,2021,Blanco,Eléctrico,Manual,192557,56352
VEH-0663,BMW,X3,2011,Rojo,Diésel,Manual,1788,69765
VEH-0664,Chevrolet,Onix,2017,Negro,Híbrido,Manual,21843,52785
VEH-0665,Honda,CR-V,2018,Negro,Híbrido,Automática,163130,38434
VEH-0666,Nissan,Frontier,2013,Negro,Eléctrico,Automática,93192,29323
VEH-0667,Ford,F-150,2023,Blanco,Eléctrico,Manual,1557,63513
VEH-0668,Ford,Focus,2014,Azul,Eléctrico,Manual,4518,29445
VEH-0669,BMW,Series 3,2016,Blanco,Híbrido,Automática,41141,71047
VEH-0670,Nissan,X-Trail,2017,Blanco,Gasolina,Automática,141429,35078
VEH-0671,Hyundai,Accent,2018,Gris Plata,Diésel,Automática,196174,29719
VEH-0672,Kia,Sorento,2022,Rojo,Diésel,Manual,147433,26395
VEH-0673,Ford,Focus,2011,Azul,Híbrido,Automática,40694,37765
VEH-0674,BMW,Series 5,2022,Rojo,Diésel,Automática,154295,94124
VEH-0675,BMW,Series 1,2013,Rojo,Híbrido,Manual,52370,42491
VEH-0676,Nissan,Sentra,2021,Blanco,Diésel,Automática,110380,41279
VEH-0677,BMW,X3,2021,Gris Plata,Eléctrico,Automática,90201,44793
VEH-0678,Honda,Civic,2010,Verde,Gasolina,Automática,59403,18864
VEH-0679,Toyota,Corolla,2011,Blanco,Diésel,Automática,195449,48540
VEH-0680,Ford,F-150,2016,Negro,Diésel,Automática,144601,62925
VEH-0681,Toyota,Yaris,2010,Negro,Diésel,Manual,32309,37332
VEH-0682,Mercedes-Benz,Clase A,2022,Gris Plata,Gasolina,Automática,176200,72850
VEH-0683,Volkswagen,Jetta,2017,Blanco,Gasolina,Manual,101110,53493
VEH-0684,Hyundai,Elantra,2016,Rojo,Gasolina,Automática,17465,64334
VEH-0685,Kia,Cerato,2022,Blanco,Eléctrico,Manual,195771,48296
VEH-0686,BMW,X5,2020,Verde,Eléctrico,Manual,97239,48126
VEH-0687,BMW,Series 5,2017,Gris Plata,Diésel,Manual,166043,92553
VEH-0688,Hyundai,Elantra,2018,Blanco,Gasolina,Automática,32440,29075
VEH-0689,Kia,Sorento,2021,Azul,Híbrido,Manual,131235,17471
VEH-0690,Kia,Sportage,2020,Blanco,Eléctrico,Automática,105474,37623
VEH-0691,BMW,Series 3,2010,Azul,Híbrido,Manual,188903,89832
VEH-0692,Kia,Rio,2018,Azul,Diésel,Manual,127862,45174
VEH-0693,Kia,Rio,2022,Azul,Eléctrico,Manual,11829,52932
VEH-0694,Ford,Mustang,2019,Azul,Híbrido,Automática,92168,53138
VEH-0695,Chevrolet,Captiva,2015,Azul,Gasolina,Automática,6095,27264
VEH-0696,BMW,X5,2023,Gris Plata,Gasolina,Manual,2313,40380
VEH-0697,Nissan,Frontier,2018,Azul,Diésel,Manual,106696,18294
VEH-0698,Kia,Rio,2019,Negro,Diésel,Automática,156455,33896
VEH-0699,Chevrolet,Captiva,2016,Rojo,Híbrido,Manual,197539,30750
VEH-0700,Toyota,Hilux,2023,Verde,Híbrido,Automática,2149,27497
